"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"146","Khalil Herbert (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","14.6%"
"147","Javian Hawkins (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Michael Carter (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"149","Kevin Harris (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Hassan Haskins (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Ronnie Rivers (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"152","Tyler Badie (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"153","Sean Tucker (TB)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.8%"
"154","Israel Abanikanda (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"155","Isiah Pacheco (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.7%"
"156","Velus Jones Jr. (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"157","Jaylen Warren (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62.0%"
"158","Malik Davis (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Sincere McCormick (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Keaontay Ingram (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Kene Nwangwu (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Adam Prentice (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"163","Avery Williams (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"164","Kenneth Gainwell (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.7%"
"165","Gary Brightwell (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Nick Bellore (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.0%"
"167","Jay Finley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Shane Bannon (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Kyle Juszczyk (SF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.9%"
"170","Cordarrelle Patterson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"171","Kenny Irons (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Anthony Alridge (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Chad Simpson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Dantrell Savage (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Xavier Omon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Garrett Mills (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Madison Hedgecock (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"178","Samkon Gado (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","Taquan Mizzell (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Patrick Ricard (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"181","Joe Mixon (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.1%"
"182","Christian McCaffrey (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.7%"
"183","Dalvin Cook (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6%"
"184","Jeff Wilson Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"185","Mike Boone (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","Devin Singletary (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51.9%"
"187","David Montgomery (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.1%"
"188","Nyheim Hines (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"189","Nick Chubb (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84.3%"
"190","Saquon Barkley (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.8%"
"191","Gus Edwards (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.9%"
"192","Chase Edmonds (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"193","Brennan Clay (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Tim Flanders (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","Willie Carter (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
""
""
"1","Sean Tucker (TB)","14","136","9.7","36","1","1","3","3","56","18.7","1","0","1","31.2","31.2","2.8%"
"2","Derrick Henry (BAL)","24","132","5.5","27","1","2","0","0","0","0","0","0","1","25.2","25.2","99.7%"
"3","Joe Mixon (HOU)","13","102","7.8","59","2","1","2","3","30","15.0","1","0","1","25.2","25.2","99.1%"
"4","Bijan Robinson (ATL)","15","95","6.3","17","0","2","3","4","10","3.3","0","0","1","22.5","22.5","99.8%"
"5","David Montgomery (DET)","12","80","6.7","19","0","2","1","1","0","0.0","0","0","1","20.0","20.0","96.1%"
"6","Tyler Allgeier (ATL)","18","105","5.8","20","1","1","1","1","3","3.0","0","0","1","18.8","18.8","39.5%"
"7","Najee Harris (PIT)","14","106","7.6","36","2","1","2","2","16","8.0","0","0","1","18.2","18.2","91.8%"
"8","D'Andre Swift (CHI)","17","91","5.4","19","0","1","4","4","28","7.0","0","0","1","17.9","17.9","92.9%"
"9","Breece Hall (NYJ)","18","113","6.3","42","2","0","5","6","56","11.2","0","0","1","16.9","16.9","99.6%"
"10","Tyrone Tracy Jr. (NYG)","17","50","2.9","11","0","1","6","6","57","9.5","0","0","1","16.7","16.7","81.9%"
"11","Bucky Irving (TB)","14","81","5.8","31","1","1","2","2","24","12.0","0","0","1","16.5","16.5","76.2%"
"12","J.K. Dobbins (LAC)","25","96","3.8","20","1","1","2","2","6","3.0","0","0","1","16.2","16.2","91.4%"
"13","Ray Davis (BUF)","20","97","4.9","15","0","0","3","3","55","18.3","0","0","1","15.2","15.2","20.8%"
"14","Tony Pollard (TEN)","17","93","5.5","23","1","1","3","3","-5","-1.7","0","0","1","14.8","14.8","92.1%"
"15","Dameon Pierce (HOU)","8","76","9.5","54","1","1","1","1","1","1.0","0","0","1","13.7","13.7","4.9%"
"16","Kenneth Walker III (SEA)","14","32","2.3","8","0","1","8","8","37","4.6","0","0","1","12.9","12.9","97.2%"
"17","Alexander Mattison (LV)","14","33","2.4","9","0","1","5","5","32","6.4","0","0","1","12.5","12.5","50.7%"
"18","Alvin Kamara (NO)","13","40","3.1","7","0","1","5","8","24","4.8","0","0","1","12.4","12.4","99.2%"
"19","Chase Brown (CIN)","10","53","5.3","30","1","1","2","3","11","5.5","0","0","1","12.4","12.4","77.7%"
"20","Kimani Vidal (LAC)","4","11","2.8","6","0","0","2","2","40","20.0","1","0","1","11.1","11.1","4.4%"
"21","Chuba Hubbard (CAR)","18","92","5.1","19","0","0","5","6","11","2.2","0","0","1","10.3","10.3","90.9%"
"22","Isaac Guerendo (SF)","10","99","9.9","76","1","0","0","0","0","0","0","0","1","9.9","9.9","5.9%"
"23","Jahmyr Gibbs (DET)","12","63","5.3","15","0","0","3","5","28","9.3","0","0","1","9.1","9.1","99.8%"
"24","Josh Jacobs (GB)","18","62","3.4","14","0","0","3","3","28","9.3","0","0","1","9.0","9.0","98.6%"
"25","Jordan Mason (SF)","9","73","8.1","38","1","0","1","2","9","9.0","0","0","1","8.2","8.2","69.5%"
"26","Pierre Strong Jr. (CLE)","8","43","5.4","14","0","0","2","3","35","17.5","0","0","1","7.8","7.8","0.3%"
"27","Kyle Juszczyk (SF)","1","6","6.0","6","0","1","3","4","10","3.3","0","0","1","7.6","7.6","0.9%"
"28","Emanuel Wilson (GB)","7","54","7.7","16","0","0","1","2","19","19.0","0","0","1","7.3","7.3","3.8%"
"29","Austin Ekeler (WAS)","9","21","2.3","6","0","0","4","5","47","11.8","0","0","1","6.8","6.8","81.4%"
"30","Tyler Goodson (IND)","8","51","6.4","33","1","0","4","5","14","3.5","0","0","1","6.5","6.5","1.8%"
"31","Emari Demercado (ARI)","4","25","6.3","8","0","0","5","7","39","7.8","0","0","1","6.4","6.4","0.9%"
"32","Rico Dowdle (DAL)","5","25","5.0","12","0","0","5","6","30","6.0","0","0","1","5.5","5.5","66.5%"
"33","Saquon Barkley (PHI)","18","47","2.6","10","0","0","2","2","7","3.5","0","0","1","5.4","5.4","99.8%"
"34","D'Onta Foreman (CLE)","10","31","3.1","12","0","0","2","2","16","8.0","0","0","1","4.7","4.7","5.6%"
"35","D'Ernest Johnson (JAC)","6","28","4.7","13","0","0","2","2","16","8.0","0","0","1","4.4","4.4","2.4%"
"36","Antonio Gibson (NE)","13","19","1.5","7","0","0","3","4","24","8.0","0","0","1","4.3","4.3","20.5%"
"37","Zach Charbonnet (SEA)","5","20","4.0","9","0","0","1","1","15","15.0","0","0","1","3.5","3.5","60.3%"
"38","Ty Johnson (BUF)","4","34","8.5","13","0","0","0","0","0","0","0","0","1","3.4","3.4","1.7%"
"39","Roschon Johnson (CHI)","5","8","1.6","4","0","0","2","3","25","12.5","0","0","1","3.3","3.3","21.4%"
"40","Trey Sermon (IND)","18","29","1.6","11","0","0","0","0","0","0","0","0","1","2.9","2.9","6.7%"
"41","Patrick Taylor Jr. (SF)","5","16","3.2","6","0","0","1","1","12","12.0","0","0","1","2.8","2.8","0.0%"
"42","Tyjae Spears (TEN)","6","27","4.5","10","0","0","0","0","0","0","0","0","1","2.7","2.7","50.7%"
"43","Trey Benson (ARI)","5","26","5.2","20","1","0","0","0","0","0","0","0","1","2.6","2.6","26.9%"
"44","James Conner (ARI)","7","24","3.4","9","0","0","4","5","22","5.5","0","1","1","2.6","2.6","95.8%"
"45","Jaleel McLaughlin (DEN)","3","8","2.7","5","0","0","2","2","17","8.5","0","0","1","2.5","2.5","15.4%"
"46","Tank Bigsby (JAC)","7","24","3.4","8","0","0","0","0","0","0","0","0","1","2.4","2.4","38.4%"
"47","Kenneth Gainwell (PHI)","3","23","7.7","19","0","0","0","1","0","0","0","0","1","2.3","2.3","2.7%"
"48","Craig Reynolds (DET)","6","21","3.5","6","0","0","0","0","0","0","0","0","1","2.1","2.1","0.2%"
"49","Chris Brooks (GB)","4","21","5.3","11","0","0","0","0","0","0","0","0","1","2.1","2.1","0.2%"
"50","JaMycal Hasty (NE)","3","12","4.0","5","0","0","1","2","9","9.0","0","0","1","2.1","2.1","0.3%"
"51","Jordan Mims (NO)","1","5","5.0","5","0","0","2","4","13","6.5","0","0","1","1.8","1.8","0.1%"
"52","Ameer Abdullah (LV)","4","24","6.0","10","0","0","3","5","14","4.7","0","1","1","1.8","1.8","25.9%"
"53","Jaylen Warren (PIT)","6","7","1.2","7","0","0","3","3","11","3.7","0","0","1","1.8","1.8","62.0%"
"54","Ezekiel Elliott (DAL)","8","17","2.1","6","0","0","0","0","0","0","0","0","1","1.7","1.7","36.5%"
"55","Javonte Williams (DEN)","6","23","3.8","13","0","0","3","6","13","4.3","0","1","1","1.6","1.6","85.3%"
"56","Jerome Ford (CLE)","2","14","7.0","11","0","0","0","0","0","0","0","0","1","1.4","1.4","50.8%"
"57","Terrell Jennings (NE)","5","13","2.6","5","0","0","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"58","Eric Gray (NYG)","3","13","4.3","6","0","0","0","0","0","0","0","0","1","1.3","1.3","1.2%"
"59","Miles Sanders (CAR)","3","1","0.3","3","0","0","1","1","12","12.0","0","0","1","1.3","1.3","3.4%"
"60","Jonathan Ward (PIT)","3","13","4.3","6","0","0","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"61","Audric Estime (DEN)","2","13","6.5","11","0","0","0","0","0","0","0","0","1","1.3","1.3","22.0%"
"62","Jeremy McNichols (WAS)","2","9","4.5","5","0","0","0","0","0","0","0","0","1","0.9","0.9","1.1%"
"63","Dare Ogunbowale (HOU)","2","8","4.0","4","0","0","0","0","0","0","0","0","1","0.8","0.8","0.9%"
"64","Braelon Allen (NYJ)","3","8","2.7","6","0","0","0","2","0","0","0","0","1","0.8","0.8","26.4%"
"65","Jamaal Williams (NO)","2","7","3.5","9","0","0","0","0","0","0","0","0","1","0.7","0.7","3.8%"
"66","Hassan Haskins (LAC)","2","5","2.5","3","0","0","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"67","Sione Vaki (DET)","1","5","5.0","5","0","0","0","0","0","0","0","0","1","0.5","0.5","0.1%"
"68","Justice Hill (BAL)","1","2","2.0","2","0","0","1","1","2","2.0","0","0","1","0.4","0.4","24.5%"
"69","Julius Chestnut (TEN)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.7%"
"70","Clyde Edwards-Helaire (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.7%"
"71","AJ Dillon (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4%"
"72","La'Mical Perine (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"73","Jonathan Taylor (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.7%"
"74","Darrynton Evans (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","DeeJay Dallas (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"76","J.J. Taylor (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"77","Ty Chandler (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23.7%"
"78","Salvon Ahmed (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Joshua Kelley (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Alec Ingold (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"81","Mike Weber (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","Travis Homer (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"83","Trayveon Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"84","Khari Blasingame (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"85","Andrew Beck (FA)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"86","Jaret Patterson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"87","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"88","Raheem Blackshear (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"89","Zamir White (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42.3%"
"90","Brian Robinson Jr. (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.2%"
"91","Jermar Jefferson (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Keaton Mitchell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.4%"
"93","Xazavian Valladay (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","Kenny McIntosh (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"95","Evan Hull (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"96","Scott Matlock (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"97","Jabari Small (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"98","Kendre Miller (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.4%"
"99","Brittain Brown (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"100","Troy Hairston II (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Tyreik McAllister (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"102","Carlos Washington Jr. (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Chris Collier (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Colson Yankoff (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Jacob Kibodi (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Dante Miller (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"107","Louis Rees-Zammit (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Ian Wheeler (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","Blake Watson (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Michael Wiley (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Carson Steele (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"112","Jawhar Jordan (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Dillon Johnson (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","British Brooks (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Cody Schrader (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Isaiah Davis (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"117","Hunter Luepke (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"118","Ellis Merriweather (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Owen Wright (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Frank Gore Jr. (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"121","Deneric Prince (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Zavier Scott (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Robert Burns (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Jonathon Brooks (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59.2%"
"125","Rasheen Ali (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"126","Jaylen Wright (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.0%"
"127","Israel Abanikanda (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"128","James Cook (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.3%"
"129","Tyrion Davis-Price (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Deuce Vaughn (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"131","Kendall Milton (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Will Shipley (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.9%"
"133","George Holani (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","D.J. Williams (TB)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"135","Kyren Williams (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.6%"
"136","Blake Corum (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.8%"
"137","Michael Carter (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"138","Keilan Robinson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Jase McClellan (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"140","Elijah Mitchell (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"141","Chris Evans (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Khalil Herbert (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","14.6%"
"143","Javian Hawkins (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Rhamondre Stevenson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.0%"
"145","Rachaad White (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92.8%"
"146","Tyler Badie (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"147","Ronnie Rivers (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"148","Isiah Pacheco (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.7%"
"149","Velus Jones Jr. (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"150","Malik Davis (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
